age,income,account_balance,existing_loans,marital_status,employment_status,education_level,debt_to_income_ratio,home_ownership,employment_duration,loan_purpose,state,dependents,annual_expenses,applied_for_home_loan
46,92078,60833,1,Married,Employed,Bachelor's,24.18,Mortgage,3,Education,CA,3,51054,1
33,118791,94043,1,Single,Self-Employed,High School,48.34,Mortgage,7,Home Loan,AZ,3,41030,0
48,136426,57201,0,Divorced,Employed,Master's,15.28,Rent,4,Personal,FL,2,76349,1
49,135457,69478,2,Single,Employed,High School,30.11,Mortgage,17,Education,AZ,4,63285,0
47,138842,99911,1,Single,Self-Employed,High School,11.2,Rent,24,Home Loan,AZ,4,15551,1
52,145499,36495,1,Single,Unemployed,Bachelor's,18.78,Mortgage,10,Home Loan,CA,4,29991,0
50,80901,15047,1,Single,Employed,Bachelor's,30.9,Mortgage,3,Personal,CA,0,82502,1
42,108994,25281,1,Single,Employed,High School,38.57,Own,2,Home Loan,AZ,1,42037,1
54,41748,34301,2,Single,Employed,High School,35.66,Rent,10,Home Loan,CA,3,39041,0
56,78477,44536,0,Married,Unemployed,High School,44.2,Own,27,Auto Loan,FL,2,54371,0
48,100774,85652,1,Single,Self-Employed,Bachelor's,25.26,Rent,26,Education,AZ,1,25457,1
47,61298,51892,0,Married,Employed,High School,18.62,Rent,1,Home Loan,CA,0,96161,1
42,97926,83742,1,Married,Employed,Master's,33.41,Rent,8,Personal,AZ,2,32714,1
41,58705,39271,3,Divorced,Self-Employed,Master's,10.98,Own,8,Personal,CA,0,75951,0
27,121451,11621,1,Married,Self-Employed,Master's,13.82,Own,18,Personal,FL,2,88963,0
55,82747,52866,2,Single,Employed,Bachelor's,24.29,Mortgage,22,Personal,AZ,1,54198,0
52,33671,34857,1,Single,Self-Employed,Bachelor's,20.51,Own,28,Education,AZ,0,24610,0
31,126411,79805,1,Married,Self-Employed,Master's,15.6,Own,19,Home Loan,AZ,2,41629,1
42,78164,60400,2,Married,Employed,High School,12.77,Mortgage,7,Home Loan,CA,3,82954,0
45,130519,68393,1,Single,Employed,Bachelor's,13.94,Own,11,Home Loan,AZ,4,18191,1
51,142635,50058,3,Married,Unemployed,Bachelor's,30.17,Rent,20,Home Loan,AZ,0,56814,0
42,101113,86644,4,Single,Self-Employed,Bachelor's,28.93,Mortgage,13,Education,AZ,3,42827,0
33,118786,36235,0,Single,Self-Employed,High School,40.58,Rent,14,Home Loan,CA,2,48198,0
33,111078,34070,1,Married,Employed,Bachelor's,34.05,Own,13,Education,AZ,4,37817,1
55,56372,36236,4,Single,Unemployed,Bachelor's,46.58,Mortgage,23,Auto Loan,AZ,1,69652,0
38,131501,81164,1,Single,Self-Employed,High School,39.04,Rent,14,Auto Loan,AZ,2,51335,1
42,87628,87552,4,Married,Unemployed,Bachelor's,13.9,Mortgage,11,Education,CA,4,21230,0
46,87419,71234,0,Single,Self-Employed,Bachelor's,31.06,Own,21,Personal,CA,2,27153,1
28,66205,51876,1,Married,Employed,Master's,34.9,Own,25,Auto Loan,FL,4,73095,0
42,85770,22697,2,Married,Unemployed,High School,38.64,Mortgage,10,Home Loan,FL,3,42052,0
40,131760,29022,0,Single,Employed,Master's,19.9,Own,15,Personal,CA,2,26225,1
57,62253,42631,4,Single,Employed,High School,18.24,Own,4,Home Loan,CA,4,72925,0
34,38394,70046,2,Divorced,Self-Employed,High School,17.09,Own,4,Personal,CA,0,80386,0
45,139312,20802,0,Married,Employed,Master's,14.06,Own,7,Education,CA,4,19593,1
47,148967,74093,3,Single,Self-Employed,High School,21.41,Own,21,Personal,FL,4,84921,0
38,109216,58432,1,Married,Unemployed,High School,12.99,Own,19,Personal,FL,3,99036,0
42,108179,43021,0,Single,Employed,Master's,39.6,Mortgage,24,Home Loan,CA,4,35198,1
31,106138,61462,1,Divorced,Self-Employed,High School,40.42,Rent,28,Education,CA,2,60341,0
26,34248,21486,2,Divorced,Employed,High School,35.82,Rent,22,Auto Loan,AZ,2,20104,0
41,122441,49009,1,Divorced,Self-Employed,Master's,18.28,Rent,0,Home Loan,FL,1,43809,1
46,83377,40427,0,Married,Unemployed,High School,23.61,Own,4,Auto Loan,AZ,3,85496,0
43,145596,73045,0,Single,Self-Employed,Bachelor's,36.49,Mortgage,15,Home Loan,AZ,3,38382,1
54,47866,40028,4,Married,Self-Employed,High School,18.53,Own,23,Personal,CA,4,59325,0
50,96399,6538,2,Married,Unemployed,High School,37.74,Own,11,Auto Loan,CA,0,85712,0
37,121529,73017,3,Divorced,Unemployed,Master's,38.22,Own,17,Auto Loan,AZ,4,96111,0
53,93679,9159,0,Married,Self-Employed,High School,28.71,Rent,10,Auto Loan,AZ,1,43146,0
47,137496,53519,1,Single,Self-Employed,Master's,13.43,Own,3,Education,AZ,4,18461,1
56,47073,3670,1,Divorced,Self-Employed,Bachelor's,37.2,Rent,21,Personal,FL,1,73086,0
41,60382,34490,1,Single,Self-Employed,Master's,47.25,Rent,20,Personal,AZ,3,28529,0
36,46099,5507,1,Divorced,Employed,Bachelor's,15.66,Mortgage,3,Education,AZ,2,49759,0
32,135375,27106,3,Married,Unemployed,High School,11.89,Own,9,Personal,AZ,1,46734,0
41,121624,18126,1,Married,Unemployed,Bachelor's,47.7,Mortgage,2,Auto Loan,AZ,2,44680,0
30,109534,10309,3,Single,Unemployed,Bachelor's,24.41,Mortgage,23,Personal,CA,2,57255,0
34,118775,79457,1,Single,Employed,Bachelor's,12.2,Own,8,Education,AZ,3,14495,1
54,109003,48777,1,Single,Employed,High School,22.08,Rent,19,Auto Loan,CA,0,70379,0
51,40612,56281,4,Single,Self-Employed,Bachelor's,24.25,Own,26,Education,AZ,0,24429,0
42,144714,83214,1,Married,Unemployed,Bachelor's,17.26,Mortgage,7,Home Loan,FL,0,22022,0
37,149333,16461,0,Single,Self-Employed,Master's,10.64,Own,6,Auto Loan,AZ,3,15886,1
46,75940,9307,2,Single,Unemployed,Bachelor's,20.39,Own,18,Home Loan,FL,2,60431,0
52,126773,12073,1,Single,Employed,Bachelor's,46.71,Mortgage,28,Personal,FL,3,80544,0
39,61092,54899,0,Married,Self-Employed,Master's,41.45,Own,3,Auto Loan,AZ,0,25320,0
39,67789,91748,1,Married,Employed,High School,16.59,Own,3,Education,AZ,1,11243,1
42,127532,74241,1,Single,Self-Employed,Master's,32.18,Own,22,Auto Loan,CA,4,41044,1
53,54923,25131,2,Divorced,Self-Employed,Master's,15.55,Own,7,Auto Loan,FL,1,97178,0
48,99727,25184,1,Married,Self-Employed,Bachelor's,38.58,Own,21,Auto Loan,CA,4,38479,1
25,90481,46008,0,Married,Employed,Bachelor's,49.34,Mortgage,6,Education,AZ,1,62929,0
47,91998,96843,1,Married,Employed,Bachelor's,21.79,Own,12,Personal,CA,0,70994,1
41,126384,77171,0,Married,Self-Employed,Bachelor's,12.07,Rent,13,Auto Loan,FL,0,15256,1
40,132209,43148,2,Divorced,Self-Employed,Master's,21.08,Mortgage,7,Education,AZ,4,48108,0
31,47247,14963,0,Married,Unemployed,High School,31.23,Rent,1,Home Loan,FL,3,25823,0
30,148767,17653,1,Single,Employed,Master's,13.29,Rent,2,Education,CA,0,19765,1
46,127247,76475,1,Single,Employed,Bachelor's,11.85,Own,11,Auto Loan,FL,2,15080,1
40,72270,30868,2,Married,Employed,Bachelor's,12.86,Mortgage,1,Home Loan,FL,2,22416,0
45,88611,29694,0,Single,Employed,High School,11.75,Rent,18,Education,AZ,4,10411,1
42,138140,73012,1,Married,Self-Employed,Master's,28.9,Rent,0,Auto Loan,CA,2,27330,1
30,107289,73537,1,Single,Self-Employed,High School,28.23,Own,9,Education,AZ,2,30283,1
44,136137,33157,0,Single,Self-Employed,Master's,43.6,Rent,4,Personal,CA,2,59357,0
53,132582,83330,4,Divorced,Unemployed,High School,31.76,Rent,28,Personal,FL,2,23293,0
33,62539,82603,0,Single,Employed,High School,22.61,Own,5,Home Loan,CA,1,14137,1
57,88680,19901,0,Married,Self-Employed,Bachelor's,14.29,Mortgage,3,Education,FL,3,24507,0
41,94720,72755,3,Divorced,Employed,High School,25.35,Rent,5,Home Loan,CA,4,87956,0
26,79041,51524,3,Married,Employed,High School,10.79,Own,21,Education,AZ,4,39108,0
44,95946,78081,0,Single,Self-Employed,Master's,23.72,Own,29,Personal,CA,3,39649,1
47,105833,17257,2,Divorced,Unemployed,Master's,49.25,Own,22,Education,FL,4,44248,0
49,138091,83445,2,Married,Employed,High School,15.46,Own,6,Auto Loan,FL,2,74915,0
36,114800,23061,1,Single,Self-Employed,Master's,11.92,Rent,15,Education,CA,2,13685,1
31,62250,28034,0,Single,Employed,High School,27.68,Rent,3,Auto Loan,FL,4,17233,1
35,89655,35110,0,Divorced,Self-Employed,Master's,38.89,Rent,26,Personal,CA,2,94804,1
40,48482,1550,0,Divorced,Self-Employed,High School,45.12,Own,16,Home Loan,AZ,1,56135,0
34,112771,47353,1,Single,Self-Employed,High School,26.26,Rent,11,Personal,AZ,3,29613,1
36,105204,50843,0,Single,Self-Employed,High School,18.98,Own,17,Personal,FL,1,19966,1
56,114131,70782,4,Single,Self-Employed,Master's,28.19,Mortgage,16,Personal,CA,3,29874,0
40,88733,78770,2,Single,Self-Employed,High School,18.32,Rent,12,Education,FL,2,94483,0
42,124589,82077,1,Single,Employed,Master's,29.56,Own,11,Education,FL,0,36826,1
30,103240,39140,1,Single,Self-Employed,High School,37.07,Rent,12,Home Loan,FL,1,38266,1
57,120343,32799,1,Single,Employed,Bachelor's,39.32,Own,18,Auto Loan,AZ,3,63512,0
35,146616,45750,0,Single,Employed,High School,38.71,Rent,10,Home Loan,FL,2,56762,1
41,92142,95277,0,Married,Self-Employed,Master's,32.23,Own,11,Auto Loan,CA,1,29696,1
35,89956,78774,0,Married,Employed,Bachelor's,14.35,Own,12,Personal,CA,4,88188,1
44,62544,52863,2,Married,Self-Employed,Bachelor's,24.26,Own,11,Education,AZ,0,92828,0
53,121449,29223,2,Single,Employed,Bachelor's,44.92,Mortgage,19,Auto Loan,AZ,4,95762,0
35,142521,88721,1,Single,Employed,High School,36.74,Rent,16,Auto Loan,AZ,3,52360,1
49,32423,76342,3,Single,Self-Employed,Bachelor's,28.77,Mortgage,26,Education,AZ,4,39582,0
56,70398,42384,0,Married,Unemployed,Bachelor's,21.46,Rent,18,Home Loan,AZ,0,58825,0
26,83190,4232,3,Divorced,Self-Employed,High School,22.95,Rent,23,Personal,CA,3,54443,0
48,57949,79458,1,Married,Self-Employed,Master's,33.45,Mortgage,16,Home Loan,AZ,2,28066,0
46,70940,58717,1,Single,Employed,Bachelor's,10.4,Rent,27,Auto Loan,AZ,2,7379,1
39,56134,5090,3,Divorced,Unemployed,High School,38.71,Rent,23,Education,AZ,0,54874,0
45,60398,27828,0,Married,Employed,Bachelor's,23.25,Rent,21,Home Loan,CA,3,50082,1
42,35944,42529,1,Divorced,Self-Employed,Master's,33.62,Own,19,Auto Loan,CA,3,41638,0
31,34650,27091,4,Married,Self-Employed,Master's,33.63,Mortgage,24,Personal,AZ,1,23453,0
50,65872,18924,1,Single,Self-Employed,Bachelor's,48.53,Rent,28,Education,FL,0,31965,0
56,46826,64392,1,Single,Self-Employed,Master's,18.32,Mortgage,5,Home Loan,AZ,1,90831,0
39,95456,89937,0,Married,Employed,High School,39.91,Rent,20,Personal,FL,1,38100,1
42,108229,35246,1,Single,Employed,Bachelor's,32.94,Rent,3,Education,CA,2,35650,1
58,59600,14981,4,Single,Unemployed,Master's,42.22,Mortgage,7,Education,FL,3,71373,0
50,134012,83925,0,Married,Employed,Bachelor's,18.07,Own,11,Personal,FL,0,37385,1
27,142104,85521,2,Married,Self-Employed,High School,27.24,Rent,9,Personal,CA,0,41772,0
25,43824,31281,1,Single,Self-Employed,Master's,43.42,Rent,6,Personal,FL,4,74595,0
54,148202,90990,4,Married,Self-Employed,High School,14.45,Rent,3,Home Loan,FL,4,37923,0
47,74074,43629,0,Married,Self-Employed,Master's,24.16,Rent,17,Home Loan,FL,2,17894,1
34,84171,9613,0,Married,Employed,Master's,42.01,Own,22,Education,AZ,4,85849,0
43,66097,85120,1,Married,Employed,High School,36.8,Rent,27,Personal,FL,4,51091,1
38,68634,7646,3,Single,Self-Employed,Master's,25.35,Own,6,Education,CA,0,55029,0
56,59076,93300,0,Single,Unemployed,High School,23.12,Own,0,Personal,FL,1,88118,0
49,147261,76274,1,Single,Self-Employed,Master's,48.05,Mortgage,21,Personal,AZ,0,29648,0
34,113697,47458,2,Married,Unemployed,Master's,21.84,Mortgage,4,Education,AZ,2,89538,0
32,34590,73033,2,Divorced,Self-Employed,Bachelor's,18.87,Own,3,Auto Loan,CA,4,61541,0
35,102410,38412,3,Single,Self-Employed,Bachelor's,32.83,Own,24,Home Loan,AZ,4,46957,0
40,115884,42762,2,Single,Employed,Bachelor's,26.0,Own,25,Home Loan,CA,1,47759,0
35,64910,36063,3,Married,Unemployed,High School,44.49,Own,17,Home Loan,FL,2,56081,0
56,78769,70686,2,Married,Self-Employed,Master's,46.16,Own,22,Personal,FL,0,76985,0
50,72202,36821,1,Single,Employed,Bachelor's,13.11,Own,2,Auto Loan,CA,1,9465,1
47,133001,42495,1,Married,Employed,High School,13.62,Own,17,Personal,AZ,1,60689,1
37,56154,16161,4,Single,Unemployed,Bachelor's,10.56,Mortgage,1,Auto Loan,FL,3,32137,0
48,81191,88030,1,Married,Employed,High School,20.77,Rent,3,Auto Loan,AZ,3,16867,1
51,98827,75213,0,Divorced,Self-Employed,Bachelor's,16.6,Mortgage,23,Personal,CA,2,92415,0
36,89479,55880,0,Married,Employed,Bachelor's,36.36,Rent,16,Auto Loan,CA,3,32537,1
45,59423,39314,2,Divorced,Self-Employed,Master's,37.0,Rent,27,Personal,AZ,4,52075,0
51,83713,12918,4,Married,Employed,Master's,35.9,Rent,7,Home Loan,AZ,1,42795,0
37,30770,63679,2,Divorced,Unemployed,Bachelor's,21.55,Mortgage,17,Home Loan,CA,0,94045,0
44,146248,82320,0,Single,Employed,Master's,37.29,Rent,24,Home Loan,AZ,1,54532,1
55,57129,467,3,Divorced,Self-Employed,High School,39.98,Mortgage,18,Education,AZ,0,80075,0
50,93912,65917,2,Married,Unemployed,High School,48.2,Mortgage,4,Personal,FL,2,89727,0
58,47667,52388,0,Married,Employed,High School,47.97,Own,0,Personal,FL,3,65468,0
44,60072,93805,4,Married,Employed,High School,14.25,Mortgage,21,Education,FL,2,66393,0
44,77507,31164,1,Married,Self-Employed,High School,13.87,Rent,26,Education,AZ,3,10748,1
42,76010,34471,0,Single,Self-Employed,Bachelor's,11.22,Rent,24,Education,AZ,0,8530,1
48,53718,89109,3,Divorced,Employed,Master's,17.68,Own,4,Auto Loan,AZ,1,62263,0
48,102747,88553,2,Married,Employed,Master's,21.13,Rent,5,Education,CA,2,76256,0
32,51940,22204,2,Married,Employed,High School,40.35,Rent,14,Personal,FL,3,82945,0
31,88592,75098,0,Married,Self-Employed,High School,33.2,Rent,6,Education,AZ,3,29412,1
47,122209,70075,1,Married,Self-Employed,Master's,42.9,Rent,29,Auto Loan,FL,1,52426,0
32,147417,64546,2,Single,Employed,Bachelor's,47.71,Rent,17,Home Loan,AZ,2,33822,0
44,59553,39079,0,Divorced,Unemployed,Master's,15.77,Mortgage,3,Education,CA,1,93492,0
46,129113,98108,0,Married,Self-Employed,Master's,34.24,Own,21,Education,AZ,2,44211,1
25,113046,23622,3,Single,Employed,Bachelor's,48.17,Mortgage,26,Personal,FL,0,25823,0
25,79060,33241,3,Single,Employed,Master's,20.22,Own,14,Auto Loan,CA,4,27701,0
33,77671,96878,1,Married,Self-Employed,Master's,21.4,Rent,10,Education,AZ,3,16622,1
30,47607,38746,4,Divorced,Unemployed,Bachelor's,16.51,Own,6,Education,CA,1,29406,0
31,131720,16165,0,Single,Employed,Bachelor's,18.04,Own,13,Personal,AZ,4,23764,1
31,149744,46612,3,Divorced,Unemployed,High School,12.4,Rent,19,Auto Loan,FL,3,62623,0
39,37712,68672,2,Divorced,Unemployed,Bachelor's,40.25,Mortgage,8,Education,AZ,3,72303,0
42,72426,70582,3,Single,Unemployed,High School,31.36,Rent,19,Home Loan,FL,4,57335,0
52,93080,45352,3,Married,Unemployed,Bachelor's,35.93,Rent,19,Auto Loan,AZ,0,46544,0
35,99720,95161,1,Single,Self-Employed,High School,11.13,Rent,10,Personal,CA,1,11094,1
33,128891,56996,2,Divorced,Unemployed,Bachelor's,24.07,Mortgage,7,Home Loan,FL,4,66274,0
48,31883,31662,4,Divorced,Employed,Bachelor's,22.01,Own,28,Education,CA,1,58471,0
57,88712,13236,0,Single,Unemployed,High School,26.99,Rent,26,Auto Loan,CA,3,84148,0
26,137168,1291,3,Divorced,Employed,Master's,41.25,Mortgage,24,Auto Loan,AZ,1,98813,0
54,77413,82244,0,Single,Unemployed,High School,32.03,Own,23,Home Loan,FL,3,35637,0
27,130425,28415,0,Divorced,Self-Employed,Bachelor's,23.5,Own,24,Personal,AZ,1,24327,0
36,77981,18056,0,Single,Self-Employed,Bachelor's,13.98,Rent,17,Personal,FL,4,10903,1
38,46758,26267,4,Divorced,Unemployed,Bachelor's,40.85,Mortgage,1,Personal,FL,4,35498,0
42,142078,88870,1,Married,Employed,High School,30.7,Rent,19,Education,AZ,2,50231,1
27,62809,48608,4,Divorced,Employed,Bachelor's,37.82,Own,6,Personal,FL,2,81978,0
43,113630,60734,1,Married,Employed,Master's,12.4,Rent,15,Home Loan,FL,0,14089,1
31,78650,61811,3,Married,Employed,Master's,46.66,Rent,4,Auto Loan,CA,0,22328,0
53,108258,25099,3,Single,Employed,Bachelor's,12.94,Mortgage,20,Personal,AZ,4,58651,0
56,62490,18279,1,Married,Employed,Bachelor's,13.97,Mortgage,9,Personal,FL,2,45983,0
31,46845,81880,4,Single,Employed,Master's,50.0,Own,13,Personal,CA,0,44467,0
43,105147,85613,1,Married,Self-Employed,Bachelor's,26.09,Own,8,Education,AZ,4,27428,1
29,98227,84709,3,Divorced,Unemployed,High School,37.08,Rent,12,Education,FL,3,58172,0
36,127839,64975,0,Single,Employed,High School,45.74,Own,15,Auto Loan,AZ,0,58477,0
42,86434,51752,1,Single,Employed,Master's,31.34,Rent,13,Education,FL,4,27089,1
45,122222,22616,0,Single,Employed,High School,16.53,Own,5,Personal,FL,1,97830,1
43,51311,76162,1,Divorced,Employed,Bachelor's,41.18,Rent,21,Auto Loan,FL,0,84489,0
47,113217,15745,0,Single,Self-Employed,Master's,17.48,Own,24,Personal,AZ,1,62389,1
49,77501,80464,4,Married,Unemployed,Bachelor's,42.31,Rent,0,Auto Loan,FL,3,68199,0
38,144189,18026,0,Single,Self-Employed,Master's,41.82,Own,14,Auto Loan,FL,4,60306,0
52,79865,12634,2,Divorced,Unemployed,High School,48.03,Rent,0,Education,AZ,3,80979,0
33,57017,26752,2,Single,Self-Employed,Bachelor's,25.96,Mortgage,22,Education,AZ,2,74477,0
40,138678,16185,1,Married,Employed,Bachelor's,47.39,Own,9,Education,FL,4,65723,0
38,47513,36279,3,Married,Unemployed,Bachelor's,28.72,Rent,10,Personal,CA,0,59558,0
34,90519,17211,1,Single,Employed,Bachelor's,13.28,Rent,6,Auto Loan,AZ,0,12019,1
46,96805,34667,0,Married,Self-Employed,High School,18.17,Own,24,Education,CA,3,17585,1
44,99970,47694,0,Single,Self-Employed,Bachelor's,14.79,Rent,17,Home Loan,AZ,4,14790,1
56,40656,69293,4,Divorced,Unemployed,High School,16.02,Own,14,Education,CA,1,80662,0
44,116165,21906,1,Single,Employed,Bachelor's,24.82,Rent,25,Auto Loan,AZ,4,28836,1
44,110847,6853,3,Divorced,Unemployed,High School,13.21,Rent,9,Auto Loan,CA,0,40558,0
29,134445,13477,4,Single,Employed,Master's,44.16,Mortgage,23,Home Loan,CA,0,89760,0
54,72453,51524,0,Single,Employed,Bachelor's,35.03,Mortgage,17,Home Loan,CA,0,47328,0
58,74076,84561,0,Single,Self-Employed,Bachelor's,20.39,Own,2,Auto Loan,AZ,1,37993,0
34,64139,62796,0,Married,Self-Employed,Bachelor's,25.05,Own,12,Home Loan,AZ,0,16070,1
37,141097,34676,4,Married,Employed,Bachelor's,18.77,Rent,14,Education,FL,3,91995,0
39,91911,43633,4,Single,Self-Employed,Bachelor's,36.4,Mortgage,28,Personal,FL,4,25089,0
38,64598,85280,2,Married,Unemployed,High School,46.82,Mortgage,5,Personal,FL,4,27087,0
44,31788,35194,1,Married,Employed,High School,47.69,Own,16,Auto Loan,AZ,0,21009,0
44,141168,2580,4,Single,Unemployed,Master's,31.46,Own,25,Personal,CA,2,36049,0
49,36648,16292,0,Single,Self-Employed,Master's,30.21,Mortgage,2,Personal,AZ,3,40790,0
45,96189,71895,0,Single,Employed,Bachelor's,34.33,Own,2,Home Loan,FL,0,33019,1
45,81609,17711,1,Married,Self-Employed,Bachelor's,26.97,Rent,8,Education,AZ,2,22013,1
41,117808,54155,1,Married,Employed,High School,41.41,Own,5,Home Loan,FL,3,93128,0
37,92639,62759,0,Divorced,Unemployed,Master's,35.12,Own,20,Education,FL,0,84386,0
41,69071,22725,1,Married,Self-Employed,Master's,27.63,Rent,11,Personal,AZ,0,19083,1
42,113302,93337,0,Single,Self-Employed,Bachelor's,49.59,Rent,10,Personal,FL,0,56191,0
48,40927,61767,3,Single,Unemployed,Master's,19.46,Rent,14,Home Loan,AZ,4,93008,0
34,143088,37875,0,Single,Self-Employed,Bachelor's,26.52,Rent,12,Personal,AZ,0,37944,1
42,88841,34059,3,Single,Employed,High School,42.08,Rent,2,Personal,CA,2,60164,0
30,60197,16373,0,Single,Self-Employed,High School,41.05,Rent,7,Personal,CA,3,24713,0
47,58380,62845,2,Divorced,Employed,Bachelor's,21.0,Mortgage,13,Auto Loan,FL,3,55146,0
48,44570,25196,1,Single,Unemployed,Bachelor's,46.66,Rent,29,Personal,AZ,2,79111,0
45,36651,43539,0,Married,Employed,Bachelor's,22.74,Own,0,Auto Loan,FL,4,22755,0
34,95471,95856,1,Married,Employed,Master's,12.65,Own,0,Personal,AZ,0,55356,1
26,96548,67249,4,Single,Unemployed,High School,25.78,Mortgage,5,Home Loan,CA,0,75400,0
37,146709,90308,0,Married,Employed,High School,37.39,Mortgage,14,Personal,FL,4,38720,1
55,134137,68579,2,Single,Employed,High School,21.95,Rent,13,Auto Loan,CA,2,43432,0
51,104928,38,1,Single,Unemployed,Master's,43.81,Mortgage,26,Personal,FL,3,47030,0
29,33803,98815,4,Divorced,Employed,High School,48.79,Own,24,Home Loan,CA,0,85379,0
44,143168,73037,0,Married,Employed,Master's,23.06,Rent,26,Education,AZ,3,33009,1
31,109543,56085,1,Single,Self-Employed,Bachelor's,37.8,Own,1,Personal,AZ,1,31759,1
36,74770,60759,0,Single,Employed,Master's,36.11,Rent,4,Auto Loan,AZ,4,27001,1
42,143393,91874,0,Single,Employed,Master's,25.26,Own,29,Personal,FL,2,21928,1
45,108591,21754,1,Married,Self-Employed,Bachelor's,26.43,Own,15,Personal,AZ,2,28696,1
56,87441,66942,0,Married,Self-Employed,High School,41.15,Mortgage,25,Personal,FL,0,26931,0
54,105702,97317,2,Single,Employed,High School,33.72,Rent,29,Education,AZ,1,42541,0
48,132522,57174,0,Divorced,Employed,High School,47.99,Own,12,Personal,FL,1,60811,0
37,148664,70392,0,Single,Employed,Master's,36.93,Rent,10,Personal,CA,3,54909,1
48,137775,38035,0,Divorced,Employed,Bachelor's,17.82,Mortgage,16,Education,AZ,0,99059,1
31,41636,97071,2,Single,Unemployed,Master's,38.98,Mortgage,9,Personal,CA,1,81078,0
44,31620,80569,3,Married,Employed,High School,34.73,Rent,29,Home Loan,CA,4,63344,0
31,65928,5479,4,Married,Self-Employed,High School,27.92,Mortgage,4,Auto Loan,FL,1,22742,0
44,59804,75678,2,Divorced,Self-Employed,Master's,34.48,Rent,23,Home Loan,FL,2,98897,0
47,102850,1413,3,Married,Unemployed,Bachelor's,25.27,Rent,19,Auto Loan,AZ,0,20195,0
58,125571,89901,0,Married,Employed,Master's,19.64,Mortgage,10,Personal,FL,0,74699,0
44,129995,3423,2,Married,Employed,Master's,22.71,Rent,22,Auto Loan,AZ,2,29054,0
36,124866,59420,0,Single,Self-Employed,Master's,39.17,Own,18,Home Loan,FL,2,48913,1
30,102743,49085,0,Married,Self-Employed,Bachelor's,41.66,Own,2,Education,AZ,1,42799,0
50,63168,56590,0,Single,Employed,Bachelor's,38.54,Own,28,Education,FL,1,24348,1
25,34563,35041,3,Divorced,Employed,High School,31.38,Own,28,Personal,AZ,1,67652,0
52,137308,30255,4,Divorced,Employed,Master's,41.07,Rent,26,Education,CA,4,97282,0
